time,temperature_2m (°C),relative_humidity_2m (%),precipitation_probability (%),precipitation (mm),rain (mm),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),visibility (m),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_speed_80m (km/h),wind_direction_10m (°),wind_direction_80m (°),temperature_80m (°C),temperature_120m (°C)
2024-09-13T05:00,16.7,91,8.0,0.0,0.0,1016.2,786.0,75,24140.0,0.17,2.3,2.6,162,164,17.0,16.5
2024-09-13T06:00,16.9,91,3.0,0.0,0.0,1016.7,786.6,79,24140.0,0.17,2.9,3.2,210,207,16.9,16.6
2024-09-13T07:00,16.9,90,30.0,0.1,0.0,1017.4,787.1,57,24140.0,0.19,1.5,1.8,194,217,17.1,16.6
2024-09-13T08:00,18.1,81,23.0,0.0,0.0,1018.0,788.4,74,24140.0,0.39,0.8,0.7,117,90,17.1,16.6
2024-09-13T09:00,19.2,75,8.0,0.0,0.0,1018.0,789.1,60,24140.0,0.56,3.6,3.8,45,41,17.7,17.2
2024-09-13T10:00,20.7,68,5.0,0.0,0.0,1017.4,789.7,47,24140.0,0.78,4.7,5.2,58,56,18.8,18.3
2024-09-13T11:00,22.5,59,3.0,0.0,0.0,1016.4,790.1,32,24140.0,1.12,5.0,5.5,60,58,20.2,19.7
2024-09-13T12:00,24.6,48,0.0,0.0,0.0,1014.7,790.1,21,24140.0,1.61,4.2,4.5,31,29,22.1,21.6
2024-09-13T13:00,25.9,43,3.0,0.0,0.0,1012.9,789.6,67,24140.0,1.9,4.2,4.7,20,23,23.3,22.7
2024-09-13T14:00,26.8,39,15.0,0.0,0.0,1011.5,789.0,81,24140.0,2.15,2.6,2.6,16,16,24.4,23.8
2024-09-13T15:00,26.5,38,30.0,0.0,0.0,1010.6,788.2,100,24100.0,2.15,2.9,3.3,97,96,24.5,24.0
2024-09-13T16:00,25.5,43,68.0,0.1,0.0,1010.4,787.4,100,20020.0,1.86,4.5,4.8,76,77,23.9,23.4
2024-09-13T17:00,22.6,58,58.0,1.0,0.0,1012.6,787.2,100,3460.0,1.15,7.9,9.7,24,27,21.2,20.7
2024-09-13T18:00,21.3,69,73.0,5.0,0.0,1013.6,787.1,100,7900.0,0.79,5.7,7.4,18,23,20.1,19.6
2024-09-13T19:00,20.0,77,98.0,6.9,0.0,1015.6,787.8,100,24140.0,0.54,6.8,10.5,342,344,19.1,18.6
2024-09-13T20:00,19.4,79,98.0,2.9,0.0,1017.0,788.5,100,24140.0,0.47,3.7,5.4,299,312,18.6,18.1
2024-09-13T21:00,18.7,82,93.0,4.9,0.0,1017.9,788.7,100,24140.0,0.39,4.4,5.4,261,270,17.9,17.4
2024-09-13T22:00,18.4,84,58.0,0.3,0.0,1018.2,788.8,100,24140.0,0.34,5.0,6.5,240,251,17.7,17.2
2024-09-13T23:00,18.3,85,50.0,0.0,0.0,1017.8,788.4,100,24140.0,0.32,4.8,6.6,222,229,17.7,17.2
2024-09-14T00:00,18.4,84,60.0,0.0,0.0,1017.3,788.1,100,24140.0,0.34,5.5,8.7,203,204,17.8,17.5
2024-09-14T01:00,18.3,83,60.0,0.0,0.0,1016.7,787.5,100,24140.0,0.36,4.5,7.5,194,197,17.9,17.7
2024-09-14T02:00,17.9,84,58.0,1.4,0.0,1016.6,787.2,100,24140.0,0.33,1.1,2.9,162,180,17.6,17.5
2024-09-14T03:00,17.4,87,50.0,1.8,0.0,1016.6,786.9,100,24140.0,0.26,2.0,2.6,45,34,16.8,16.6
2024-09-14T04:00,16.9,91,55.0,1.2,0.0,1016.7,786.6,96,24140.0,0.17,3.3,4.9,41,36,16.1,15.6
2024-09-14T05:00,16.5,92,40.0,1.3,0.0,1017.1,786.6,92,24140.0,0.15,0.5,1.1,135,72,15.7,15.2
2024-09-14T06:00,16.6,90,20.0,0.0,0.0,1017.5,787.0,70,24140.0,0.19,2.9,3.0,240,256,16.0,15.5
2024-09-14T07:00,16.6,90,3.0,0.0,0.0,1017.9,787.3,65,24140.0,0.19,3.3,4.1,221,232,16.2,15.7
2024-09-14T08:00,17.8,82,5.0,0.0,0.0,1018.3,788.4,66,24140.0,0.37,2.7,3.2,203,207,16.7,16.3
2024-09-14T09:00,19.1,75,0.0,0.0,0.0,1018.3,789.3,71,24140.0,0.55,3.3,3.2,84,90,17.6,17.1
2024-09-14T10:00,20.9,66,0.0,0.0,0.0,1017.5,789.9,68,24140.0,0.84,4.7,5.4,67,70,18.9,18.3
2024-09-14T11:00,22.8,56,0.0,0.0,0.0,1016.5,790.4,88,24140.0,1.23,5.3,5.6,62,63,20.4,19.9
2024-09-14T12:00,24.2,50,0.0,0.0,0.0,1015.4,790.4,98,24140.0,1.51,6.4,7.2,38,37,21.6,21.0
2024-09-14T13:00,25.6,43,5.0,0.0,0.0,1013.5,789.9,99,24140.0,1.88,5.6,6.4,40,38,23.0,22.4
2024-09-14T14:00,26.3,38,10.0,0.0,0.0,1011.9,789.0,100,24140.0,2.12,6.2,7.0,69,69,24.0,23.4
2024-09-14T15:00,25.8,42,23.0,0.0,0.0,1011.1,788.1,100,24140.0,1.93,10.4,12.6,90,90,23.9,23.4
2024-09-14T16:00,24.2,57,48.0,0.4,0.0,1011.3,787.3,100,24140.0,1.3,7.6,9.4,85,86,22.4,21.8
2024-09-14T17:00,23.6,60,40.0,0.4,0.0,1011.6,787.1,100,24140.0,1.17,9.0,10.8,2,4,22.0,21.4
2024-09-14T18:00,24.8,47,33.0,3.8,0.0,1010.5,787.0,100,24140.0,1.66,6.1,8.6,118,123,23.8,23.3
2024-09-14T19:00,21.1,72,63.0,1.9,0.0,1013.2,786.7,100,23980.0,0.7,6.8,8.3,3,5,20.1,19.7
2024-09-14T20:00,20.2,78,75.0,4.6,0.0,1015.0,787.5,100,20460.0,0.52,5.6,7.2,345,342,19.4,18.9
2024-09-14T21:00,19.6,80,78.0,6.5,0.0,1016.1,787.9,100,20820.0,0.46,3.6,4.8,354,347,18.8,18.4
2024-09-14T22:00,19.0,83,70.0,6.1,0.0,1017.2,788.4,100,24140.0,0.37,3.5,4.8,336,333,18.2,17.7
2024-09-14T23:00,18.6,84,48.0,2.3,0.0,1017.2,788.1,100,12080.0,0.34,1.5,2.4,315,333,17.9,17.4
2024-09-15T00:00,18.2,83,20.0,2.8,0.0,1017.4,788.0,100,13300.0,0.36,3.2,4.2,243,250,17.5,17.0
2024-09-15T01:00,17.8,85,5.0,1.6,0.0,1016.6,787.1,100,24140.0,0.31,3.5,3.6,204,217,17.2,16.7
2024-09-15T02:00,17.7,82,5.0,0.8,0.0,1016.4,786.9,100,24140.0,0.36,3.1,4.4,216,215,17.4,16.9
2024-09-15T03:00,17.4,81,5.0,0.1,0.0,1015.7,786.1,100,24140.0,0.38,2.4,4.1,243,255,17.6,17.1
2024-09-15T04:00,17.1,82,3.0,0.0,0.0,1015.7,785.9,63,24140.0,0.35,1.8,2.9,217,263,17.5,17.1
2024-09-15T05:00,16.5,83,3.0,0.0,0.0,1015.3,785.2,42,24140.0,0.32,2.7,2.0,203,225,17.2,16.7
2024-09-15T06:00,16.5,77,5.0,0.0,0.0,1015.8,785.6,68,24140.0,0.43,4.1,7.1,218,255,17.5,17.2
2024-09-15T07:00,16.3,78,3.0,0.0,0.0,1016.5,786.0,72,24140.0,0.41,3.7,4.7,209,261,17.2,17.0
2024-09-15T08:00,17.9,72,0.0,0.0,0.0,1017.6,788.0,79,24140.0,0.58,3.1,2.2,111,90,16.9,16.6
2024-09-15T09:00,19.1,70,0.0,0.0,0.0,1017.8,788.9,0,24140.0,0.67,8.2,9.4,67,67,17.5,17.0
2024-09-15T10:00,21.0,64,0.0,0.0,0.0,1017.2,789.7,62,24140.0,0.9,7.1,7.8,75,77,18.9,18.4
2024-09-15T11:00,23.0,53,0.0,0.0,0.0,1015.8,790.0,100,24140.0,1.32,5.8,6.2,68,69,20.5,20.0
2024-09-15T12:00,24.6,46,0.0,0.0,0.0,1014.4,789.9,97,24140.0,1.68,7.1,7.9,66,66,22.0,21.4
2024-09-15T13:00,26.1,41,0.0,0.0,0.0,1012.3,789.2,98,24140.0,2.0,6.8,7.3,32,33,23.3,22.7
2024-09-15T14:00,27.0,37,3.0,0.0,0.0,1010.8,788.6,84,24140.0,2.25,6.0,6.8,33,32,24.4,23.9
2024-09-15T15:00,27.3,34,5.0,0.0,0.0,1009.1,787.5,100,24140.0,2.39,6.5,7.3,56,57,25.1,24.6
2024-09-15T16:00,24.2,53,13.0,0.4,0.0,1010.2,786.4,100,24140.0,1.42,13.2,16.8,68,67,22.4,21.9
2024-09-15T17:00,23.2,60,23.0,0.8,0.0,1010.8,786.2,100,24140.0,1.14,5.4,6.2,48,54,21.9,21.4
2024-09-15T18:00,24.3,46,50.0,3.9,0.0,1010.7,786.8,100,24140.0,1.64,4.7,6.6,122,131,23.3,22.8
2024-09-15T19:00,20.7,69,73.0,0.6,0.0,1014.2,787.2,100,24140.0,0.76,11.6,15.4,344,344,19.6,19.1
2024-09-15T20:00,19.7,75,83.0,4.1,0.0,1015.6,787.6,100,20740.0,0.57,7.1,10.1,345,343,18.8,18.4
2024-09-15T21:00,18.9,79,85.0,5.5,0.0,1017.0,788.2,100,24140.0,0.46,6.3,8.6,347,345,18.1,17.6
2024-09-15T22:00,18.2,82,75.0,4.3,0.0,1017.9,788.4,100,24140.0,0.38,4.6,6.4,342,344,17.3,16.9
2024-09-15T23:00,17.9,84,65.0,2.2,0.0,1018.1,788.4,100,24140.0,0.33,2.4,3.1,333,339,17.1,16.6
2024-09-16T00:00,18.4,82,28.0,1.1,0.0,1017.2,788.0,100,24140.0,0.38,3.1,3.5,159,156,17.6,17.2
2024-09-16T01:00,18.0,83,28.0,1.3,0.0,1016.9,787.5,100,24140.0,0.35,3.7,5.4,169,172,17.3,16.8
2024-09-16T02:00,18.0,82,20.0,0.7,0.0,1016.3,787.0,100,24140.0,0.37,1.6,3.0,207,194,17.5,17.1
2024-09-16T03:00,17.8,83,15.0,0.4,0.0,1015.6,786.3,100,24140.0,0.35,1.1,1.1,270,270,17.3,17.0
2024-09-16T04:00,17.7,83,5.0,0.0,0.0,1015.2,785.9,100,24140.0,0.34,0.7,0.8,270,117,17.2,16.8
2024-09-16T05:00,17.5,83,3.0,0.0,0.0,1015.4,786.0,100,24140.0,0.34,1.3,0.8,304,27,17.0,16.5
2024-09-16T06:00,16.9,81,3.0,0.0,0.0,1015.6,785.8,100,24140.0,0.37,2.8,4.9,230,234,17.5,17.1
2024-09-16T07:00,16.8,80,0.0,0.0,0.0,1016.3,786.2,100,24140.0,0.38,2.3,3.1,231,249,17.4,17.0
2024-09-16T08:00,17.5,77,0.0,0.0,0.0,1017.4,787.6,100,24140.0,0.46,1.4,1.3,90,34,17.1,16.7
2024-09-16T09:00,18.4,75,0.0,0.0,0.0,1018.3,788.9,100,24140.0,0.53,7.4,8.7,61,60,17.0,16.5
2024-09-16T10:00,20.1,68,3.0,0.0,0.0,1017.6,789.4,100,24140.0,0.75,6.8,7.4,65,67,18.2,17.7
2024-09-16T11:00,22.2,57,3.0,0.0,0.0,1016.4,789.9,100,24140.0,1.15,5.7,6.2,55,54,19.8,19.3
2024-09-16T12:00,24.1,46,3.0,0.0,0.0,1015.3,790.3,100,24140.0,1.63,5.9,6.2,38,36,21.5,20.9
2024-09-16T13:00,25.6,39,3.0,0.0,0.0,1013.2,789.6,100,24140.0,2.0,7.2,8.0,27,27,22.9,22.3
2024-09-16T14:00,26.3,34,3.0,0.0,0.0,1011.8,789.0,100,24140.0,2.27,7.6,8.8,19,19,23.8,23.3
2024-09-16T15:00,26.5,33,18.0,0.0,0.0,1010.4,788.0,100,24140.0,2.32,8.6,10.1,358,360,24.4,23.8
2024-09-16T16:00,26.1,32,33.0,0.0,0.0,1009.9,787.4,100,24140.0,2.3,7.6,9.1,5,7,24.7,24.1
2024-09-16T17:00,23.4,51,50.0,0.0,0.0,1011.4,786.8,100,20360.0,1.41,13.0,16.7,66,65,22.1,21.6
2024-09-16T18:00,20.3,72,65.0,0.9,0.0,1014.7,787.3,100,20520.0,0.67,10.7,15.9,12,13,19.2,18.7
2024-09-16T19:00,19.5,77,80.0,3.3,0.3,1016.0,787.8,100,24000.0,0.52,7.3,11.4,340,347,18.7,18.2
2024-09-16T20:00,19.2,77,63.0,2.3,0.0,1017.0,788.4,100,23980.0,0.51,6.1,8.7,273,287,18.4,18.0
2024-09-16T21:00,18.7,79,43.0,2.0,0.0,1018.2,789.0,100,19440.0,0.45,7.2,10.5,267,278,18.0,17.5
2024-09-16T22:00,18.4,79,35.0,0.4,0.0,1018.4,788.9,100,9620.0,0.45,7.6,11.5,262,270,17.8,17.3
2024-09-16T23:00,18.2,80,18.0,0.0,0.0,1018.1,788.5,100,11880.0,0.42,5.4,9.0,266,272,17.6,17.1
2024-09-17T00:00,17.8,80,13.0,0.0,0.0,1018.0,788.2,90,13460.0,0.41,3.6,6.4,270,286,17.3,16.9
2024-09-17T01:00,17.5,82,15.0,0.0,0.0,1017.3,787.5,85,9260.0,0.36,2.5,4.4,262,279,17.1,16.7
2024-09-17T02:00,17.3,83,13.0,0.0,0.0,1016.8,787.0,94,24120.0,0.34,2.3,3.7,252,259,16.9,16.5
2024-09-17T03:00,17.2,84,3.0,0.0,0.0,1016.1,786.3,98,24140.0,0.31,1.1,0.4,270,270,16.7,16.4
2024-09-17T04:00,17.0,85,0.0,0.0,0.0,1015.9,786.1,98,12000.0,0.29,0.4,2.3,90,72,16.5,16.1
2024-09-17T05:00,16.9,85,3.0,0.0,0.0,1016.1,786.1,91,24140.0,0.29,0.8,1.8,153,90,16.3,15.8
2024-09-17T06:00,16.3,88,0.0,0.0,0.0,1015.9,785.6,90,24140.0,0.22,1.5,0.8,225,153,16.8,16.3
2024-09-17T07:00,16.4,87,0.0,0.0,0.0,1016.8,786.3,100,24140.0,0.24,1.0,1.8,225,37,16.4,16.0
2024-09-17T08:00,17.5,83,0.0,0.0,0.0,1017.6,787.7,90,24140.0,0.34,1.9,2.4,22,27,16.4,15.9
2024-09-17T09:00,18.8,76,0.0,0.0,0.0,1018.0,788.9,70,24140.0,0.52,4.8,5.4,48,48,17.2,16.7
2024-09-17T10:00,20.6,65,3.0,0.0,0.0,1017.4,789.6,62,24140.0,0.85,4.3,4.6,48,51,18.6,18.0
2024-09-17T11:00,22.3,57,3.0,0.0,0.0,1016.2,789.8,44,24140.0,1.16,6.1,6.4,45,43,19.9,19.3
2024-09-17T12:00,24.1,49,3.0,0.0,0.0,1014.8,789.9,64,24140.0,1.53,8.2,9.2,41,42,21.4,20.8
2024-09-17T13:00,25.0,44,3.0,0.0,0.0,1013.3,789.3,98,24140.0,1.77,8.1,9.1,32,34,22.2,21.6
2024-09-17T14:00,25.4,43,5.0,0.1,0.0,1012.1,788.6,100,24140.0,1.85,7.9,9.0,24,23,22.6,22.0
2024-09-17T15:00,24.8,44,18.0,0.2,0.0,1011.1,787.5,100,24140.0,1.76,7.4,8.4,23,20,22.7,22.1
2024-09-17T16:00,24.1,46,55.0,0.1,0.0,1010.7,786.7,100,24140.0,1.63,12.8,15.8,58,55,22.6,22.1
2024-09-17T17:00,20.8,71,65.0,0.4,0.1,1012.7,786.1,100,24140.0,0.71,12.2,16.2,90,89,19.5,19.0
2024-09-17T18:00,20.5,69,60.0,1.2,0.5,1013.2,786.3,100,24140.0,0.75,2.7,4.5,23,29,19.4,18.9
2024-09-17T19:00,19.9,73,65.0,1.5,0.0,1014.2,786.7,100,24000.0,0.63,7.1,9.5,240,241,19.1,18.6
2024-09-17T20:00,19.3,75,55.0,2.7,0.0,1015.1,787.0,100,9780.0,0.56,6.2,9.8,260,262,18.6,18.2
2024-09-17T21:00,19.2,75,43.0,0.5,0.0,1016.1,787.7,100,10500.0,0.56,3.9,5.4,248,266,18.7,18.3
2024-09-17T22:00,18.6,80,23.0,0.0,0.0,1016.6,787.7,100,8920.0,0.43,3.6,5.5,233,259,18.6,18.3
2024-09-17T23:00,18.2,84,33.0,0.0,0.0,1016.2,787.1,100,11380.0,0.33,3.2,3.9,207,236,18.4,18.0
2024-09-18T00:00,18.0,82,25.0,0.2,0.0,1016.0,786.8,83,12460.0,0.37,2.3,3.3,231,229,17.7,17.4
2024-09-18T01:00,17.7,84,20.0,0.5,0.0,1015.6,786.3,85,13740.0,0.33,1.3,2.1,326,301,17.4,17.0
2024-09-18T02:00,17.5,84,28.0,0.3,0.0,1015.7,786.2,84,23900.0,0.32,2.6,3.6,16,6,16.8,16.5
2024-09-18T03:00,17.0,87,18.0,0.5,0.0,1015.6,785.8,82,24140.0,0.25,3.8,5.7,17,18,16.3,15.8
2024-09-18T04:00,16.6,89,5.0,1.1,0.0,1015.9,785.8,81,24140.0,0.21,3.3,4.8,13,13,15.9,15.4
2024-09-18T05:00,16.4,89,3.0,0.9,0.0,1016.1,785.8,85,24140.0,0.21,1.8,2.5,360,8,15.6,15.2
2024-09-18T06:00,16.3,89,3.0,0.5,0.0,1016.2,785.8,79,24140.0,0.2,1.1,1.1,360,360,15.5,15.0
2024-09-18T07:00,16.2,89,3.0,0.1,0.0,1016.8,786.2,68,24140.0,0.2,0.0,0.0,180,180,15.5,15.0
2024-09-18T08:00,16.9,86,0.0,0.0,0.0,1017.3,787.1,64,24140.0,0.27,1.1,1.5,90,104,15.8,15.3
2024-09-18T09:00,18.5,77,0.0,0.0,0.0,1017.6,788.4,62,24140.0,0.49,3.4,3.7,58,61,17.0,16.5
2024-09-18T10:00,20.4,67,0.0,0.0,0.0,1016.7,788.9,56,24140.0,0.79,4.9,5.4,54,53,18.4,17.9
2024-09-18T11:00,22.3,57,0.0,0.0,0.0,1015.8,789.5,38,24140.0,1.16,6.6,7.7,49,49,19.9,19.4
2024-09-18T12:00,24.1,49,0.0,0.0,0.0,1013.8,789.1,19,24140.0,1.54,7.8,8.6,56,57,21.4,20.8
2024-09-18T13:00,25.4,43,5.0,0.0,0.0,1012.1,788.6,46,24140.0,1.85,9.2,10.2,45,45,22.7,22.1
2024-09-18T14:00,25.8,40,3.0,0.0,0.0,1010.3,787.5,7,24040.0,2.0,11.8,13.3,52,52,23.4,22.8
2024-09-18T15:00,25.8,42,10.0,0.0,0.0,1009.0,786.5,58,14880.0,1.93,11.3,13.4,68,66,23.6,23.1
2024-09-18T16:00,26.0,41,20.0,0.0,0.0,1007.9,785.7,69,15640.0,1.98,10.1,11.9,88,88,24.1,23.6
2024-09-18T17:00,25.1,43,25.0,0.1,0.0,1008.4,785.6,100,24140.0,1.82,15.5,20.5,59,59,23.8,23.2
2024-09-18T18:00,21.7,66,38.0,1.3,0.0,1011.1,785.5,100,21340.0,0.89,12.6,17.3,27,31,20.5,20.0
2024-09-18T19:00,20.5,75,85.0,5.3,0.0,1012.1,785.4,100,24140.0,0.6,4.5,6.4,29,38,19.6,19.2
2024-09-18T20:00,20.0,76,98.0,2.7,0.0,1013.4,786.1,100,22700.0,0.56,4.7,5.4,351,352,19.3,18.8
2024-09-18T21:00,19.2,79,95.0,1.8,0.0,1014.7,786.6,100,6120.0,0.47,5.8,8.3,356,355,18.4,18.0
2024-09-18T22:00,18.6,82,55.0,3.2,0.0,1016.1,787.3,100,8020.0,0.39,4.8,7.8,333,338,17.9,17.4
2024-09-18T23:00,18.1,84,38.0,2.8,0.0,1016.6,787.3,98,20800.0,0.33,4.4,6.3,279,283,17.4,17.0
2024-09-19T00:00,17.8,83,40.0,1.3,0.0,1016.3,786.9,87,8680.0,0.35,2.9,4.7,263,261,17.1,16.6
2024-09-19T01:00,17.7,83,23.0,0.0,0.0,1015.8,786.4,77,14600.0,0.34,1.9,3.8,292,287,17.2,16.7
2024-09-19T02:00,17.3,85,18.0,0.2,0.0,1015.5,785.9,78,24140.0,0.3,1.8,3.8,360,343,16.8,16.3
2024-09-19T03:00,16.8,87,5.0,0.4,0.0,1015.4,785.5,76,24140.0,0.25,1.8,3.6,360,354,16.2,15.7
2024-09-19T04:00,16.4,89,5.0,0.2,0.0,1015.5,785.3,83,24140.0,0.21,1.8,3.1,307,324,15.8,15.3
2024-09-19T05:00,16.3,90,0.0,0.0,0.0,1015.5,785.2,79,24140.0,0.19,1.4,2.6,270,304,15.8,15.3
2024-09-19T06:00,16.0,89,0.0,0.0,0.0,1015.6,785.1,67,24140.0,0.2,0.8,1.3,207,214,15.7,15.2
2024-09-19T07:00,16.1,89,0.0,0.0,0.0,1016.4,785.8,74,24140.0,0.2,1.6,1.6,243,243,15.6,15.1
2024-09-19T08:00,17.0,83,0.0,0.0,0.0,1017.3,787.1,73,24140.0,0.33,0.7,0.8,360,333,15.9,15.4
2024-09-19T09:00,18.5,76,0.0,0.0,0.0,1017.4,788.2,72,24140.0,0.51,4.1,4.3,38,42,16.9,16.4
2024-09-19T10:00,20.4,65,0.0,0.0,0.0,1016.7,789.0,57,24140.0,0.84,4.3,4.6,42,45,18.3,17.8
2024-09-19T11:00,22.5,54,0.0,0.0,0.0,1015.9,789.7,51,24140.0,1.26,6.2,6.7,54,54,20.0,19.5
2024-09-19T12:00,24.0,48,0.0,0.0,0.0,1014.5,789.6,46,24140.0,1.56,9.2,10.4,42,44,21.3,20.8
2024-09-19T13:00,25.2,43,0.0,0.0,0.0,1012.6,788.9,47,24140.0,1.83,9.9,11.5,44,44,22.6,22.1
2024-09-19T14:00,25.8,39,0.0,0.0,0.0,1010.8,787.9,52,24140.0,2.03,11.5,13.6,58,58,23.5,22.9
2024-09-19T15:00,25.7,39,0.0,0.0,0.0,1010.0,787.2,92,24140.0,2.02,11.6,13.8,83,84,23.6,23.0
2024-09-19T16:00,25.3,43,8.0,0.1,0.0,1009.5,786.6,52,24140.0,1.84,5.9,6.9,101,99,23.4,22.8
2024-09-19T17:00,25.2,43,8.0,0.0,0.0,1009.2,786.3,15,24140.0,1.83,4.0,4.4,95,99,23.7,23.1
2024-09-19T18:00,23.5,54,15.0,0.1,0.0,1009.8,785.6,44,24140.0,1.33,7.2,9.7,127,129,22.4,21.9
2024-09-19T19:00,22.2,60,48.0,0.0,0.0,1011.2,785.8,99,24140.0,1.07,8.6,12.9,57,63,21.5,21.0
2024-09-19T20:00,19.8,76,78.0,1.9,0.0,1013.7,786.2,100,23520.0,0.55,5.0,7.0,30,35,18.9,18.4
2024-09-19T21:00,19.6,76,95.0,0.1,0.0,1014.5,786.7,72,23360.0,0.55,1.5,1.5,256,256,18.9,18.4
2024-09-19T22:00,19.1,78,95.0,2.7,0.0,1015.3,787.0,100,23480.0,0.49,4.3,6.1,336,332,18.3,17.8
2024-09-19T23:00,18.3,83,95.0,2.5,0.0,1016.0,787.0,100,8900.0,0.36,6.3,9.4,336,337,17.5,17.0
2024-09-20T00:00,17.7,82,80.0,1.5,0.0,1016.3,786.8,77,23260.0,0.37,4.2,6.9,329,332,17.0,16.5
2024-09-20T01:00,17.2,83,73.0,0.5,0.0,1016.4,786.5,89,23420.0,0.33,3.1,4.9,339,343,16.4,15.9
2024-09-20T02:00,16.7,84,60.0,0.3,0.0,1016.2,786.1,86,23580.0,0.31,3.7,5.5,349,349,15.9,15.5
2024-09-20T03:00,16.4,85,33.0,0.1,0.0,1016.0,785.7,74,24140.0,0.28,3.8,5.1,311,315,15.6,15.1
2024-09-20T04:00,16.3,86,13.0,0.0,0.0,1015.5,785.2,67,24060.0,0.26,2.6,4.0,286,297,15.5,15.1
2024-09-20T05:00,16.2,87,5.0,0.0,0.0,1015.3,785.0,70,24140.0,0.24,2.9,3.3,240,257,15.5,15.0
2024-09-20T06:00,16.0,86,0.0,0.0,0.0,1015.5,785.1,53,24080.0,0.26,3.1,3.7,234,259,15.5,15.1
2024-09-20T07:00,15.9,88,0.0,0.0,0.0,1015.8,785.2,56,24140.0,0.22,3.3,4.2,229,250,15.3,15.0
2024-09-20T08:00,16.8,82,0.0,0.0,0.0,1016.6,786.5,60,24140.0,0.35,1.6,1.9,243,248,15.7,15.2
2024-09-20T09:00,18.2,74,0.0,0.0,0.0,1016.8,787.6,59,24140.0,0.55,1.5,1.8,14,11,16.7,16.2
2024-09-20T10:00,19.9,64,0.0,0.0,0.0,1016.1,788.2,47,24140.0,0.84,2.5,2.8,45,40,18.0,17.5
2024-09-20T11:00,22.0,54,0.0,0.0,0.0,1015.2,788.8,24,24140.0,1.22,3.7,4.2,29,31,19.6,19.0
2024-09-20T12:00,23.5,49,0.0,0.0,0.0,1013.6,788.6,15,21100.0,1.48,5.0,5.6,30,27,20.9,20.3
2024-09-20T13:00,24.8,42,0.0,0.0,0.0,1012.1,788.3,5,24140.0,1.82,7.3,8.4,33,31,22.2,21.6
2024-09-20T14:00,25.7,39,0.0,0.0,0.0,1010.2,787.3,0,24140.0,2.01,11.3,13.7,31,30,23.1,22.5
2024-09-20T15:00,26.1,35,0.0,0.0,0.0,1009.0,786.7,56,24140.0,2.2,13.2,17.6,29,28,23.9,23.3
2024-09-20T16:00,26.3,33,0.0,0.0,0.0,1007.9,785.9,82,24140.0,2.29,12.7,17.4,29,27,24.5,23.9
2024-09-20T17:00,26.0,32,0.0,0.0,0.0,1007.7,785.6,74,22420.0,2.29,10.3,14.8,36,34,24.7,24.2
2024-09-20T18:00,24.9,35,5.0,0.0,0.0,1007.9,785.0,43,23380.0,2.05,9.1,14.4,34,32,24.1,23.6
2024-09-20T19:00,23.2,44,5.0,0.0,0.0,1009.5,785.2,95,24140.0,1.6,12.9,23.7,23,26,22.8,22.3
2024-09-20T20:00,20.1,70,10.0,0.5,0.0,1013.0,785.9,100,24120.0,0.71,9.4,16.1,32,34,19.3,18.8
2024-09-20T21:00,19.7,69,25.0,0.0,0.0,1014.5,786.8,72,23900.0,0.71,8.1,13.1,339,344,19.1,18.6
2024-09-20T22:00,18.4,74,25.0,1.8,0.0,1015.6,786.8,94,23920.0,0.55,9.1,15.7,326,328,17.7,17.3
2024-09-20T23:00,17.8,76,25.0,0.8,0.0,1015.8,786.5,86,23920.0,0.49,7.7,12.8,319,322,17.0,16.6
2024-09-21T00:00,17.6,76,28.0,0.2,0.0,1015.5,786.1,84,22260.0,0.48,6.2,10.7,324,327,16.9,16.4
2024-09-21T01:00,17.3,76,18.0,0.0,0.0,1015.5,785.9,92,23820.0,0.48,5.6,9.3,345,344,16.6,16.2
2024-09-21T02:00,17.1,76,18.0,0.0,0.0,1015.4,785.7,96,24140.0,0.47,4.3,8.0,360,355,16.4,16.0
2024-09-21T03:00,16.8,77,20.0,0.0,0.0,1014.8,785.0,97,24000.0,0.44,3.7,6.5,11,6,16.1,15.7
2024-09-21T04:00,16.6,78,10.0,0.0,0.0,1014.5,784.7,86,23540.0,0.42,2.9,4.7,7,4,15.9,15.4
2024-09-21T05:00,16.5,78,13.0,0.0,0.0,1014.5,784.6,85,24140.0,0.41,2.2,3.2,9,360,15.8,15.3
2024-09-21T06:00,16.1,79,3.0,0.0,0.0,1015.1,784.8,39,24140.0,0.38,2.5,3.8,90,73,15.4,15.0
2024-09-21T07:00,15.9,82,0.0,0.0,0.0,1015.9,785.3,40,24140.0,0.33,1.5,2.5,104,82,15.2,14.8
2024-09-21T08:00,16.5,77,0.0,0.0,0.0,1016.4,786.1,57,24140.0,0.43,2.3,2.6,72,74,15.4,14.9
2024-09-21T09:00,17.8,70,0.0,0.0,0.0,1016.5,787.1,69,24140.0,0.61,4.0,4.3,63,66,16.3,15.8
2024-09-21T10:00,19.5,63,0.0,0.0,0.0,1015.9,787.7,55,24140.0,0.84,5.5,6.3,58,59,17.5,17.0
2024-09-21T11:00,21.3,55,0.0,0.0,0.0,1014.9,788.2,25,24140.0,1.14,5.9,6.6,52,49,19.0,18.4
2024-09-21T12:00,22.9,49,0.0,0.0,0.0,1013.3,787.9,19,24140.0,1.42,5.9,6.9,43,43,20.3,19.7
